Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2030,0,0,0,0,0,0,0,0,297,0,297,CW,City Wide,State of Good Repair
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2031,0,0,0,0,0,0,0,0,0,153,153,CW,City Wide,State of Good Repair
Fleet Services,Clerks - Fleet Replacement,Clerks - Fleet Replacement - 2024,0,0,48,0,0,0,0,0,0,0,48,CW,City Wide,State of Good Repair
Fleet Services,Clerks - Fleet Replacement,Clerks - Fleet Replacement - 2025,0,0,0,79,0,0,0,0,0,0,79,CW,City Wide,State of Good Repair
Fleet Services,Clerks - Fleet Replacement,Clerks - Fleet Replacement - 2026,0,0,0,0,243,0,0,0,0,0,243,CW,City Wide,State of Good Repair
Fleet Services,Clerks - Fleet Replacement,Clerks - Fleet Replacement - 2027,0,0,0,0,0,158,0,0,0,0,158,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2021,67,0,0,0,0,0,0,0,0,0,67,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2022,21,0,0,0,0,0,0,0,0,0,21,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2023,0,47.9,0,0,0,0,0,0,0,0,47.9,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2025,0,0,0,36.9,0,0,0,0,0,0,36.9,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2026,0,0,0,0,57.3,0,0,0,0,0,57.3,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2028,0,0,0,0,0,0,89.9,0,0,0,89.9,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2029,0,0,0,0,0,0,0,162.5,0,0,162.5,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2030,0,0,0,0,0,0,0,0,52.2,0,52.2,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2021,432.28,0,0,0,0,0,0,0,0,0,432.28,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2022,0,497.5,0,0,0,0,0,0,0,0,497.5,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2023,0,329.8,0,0,0,0,0,0,0,0,329.8,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2024,0,0,310.1,0,0,0,0,0,0,0,310.1,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2026,0,0,0,0,37.3,0,0,0,0,0,37.3,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2027,0,0,0,0,0,523.9,0,0,0,0,523.9,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2028,0,0,0,0,0,0,325.4,0,0,0,325.4,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2029,0,0,0,0,0,0,0,189.3,0,0,189.3,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2030,0,0,0,0,0,0,0,0,118.4,0,118.4,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2031,0,0,0,0,0,0,0,0,0,504.4,504.4,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2021,400,0,0,0,0,0,0,0,0,0,400,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2023,0,300,0,0,0,0,0,0,0,0,300,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2024,0,0,307,0,0,0,0,0,0,0,307,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2025,0,0,0,314,0,0,0,0,0,0,314,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2026,0,0,0,0,298,0,0,0,0,0,298,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2027,0,0,0,0,0,256,0,0,0,0,256,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2028,0,0,0,0,0,0,382,0,0,0,382,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2029,0,0,0,0,0,0,0,350,0,0,350,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2030,0,0,0,0,0,0,0,0,286,0,286,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2031,0,0,0,0,0,0,0,0,0,350,350,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2021,823.03,0,0,0,0,0,0,0,0,0,823.03,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2022,61.9,0,0,0,0,0,0,0,0,0,61.9,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2023,0,997.7,0,0,0,0,0,0,0,0,997.7,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2024,0,0,1174.1,0,0,0,0,0,0,0,1174.1,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2025,0,0,0,1249.2,0,0,0,0,0,0,1249.2,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2026,0,0,0,0,591.4,0,0,0,0,0,591.4,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2027,0,0,0,0,0,799.6,0,0,0,0,799.6,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2028,0,0,0,0,0,0,521.6,0,0,0,521.6,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2029,0,0,0,0,0,0,0,777.4,0,0,777.4,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2030,0,0,0,0,0,0,0,0,727.4,0,727.4,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2031,0,0,0,0,0,0,0,0,0,376.2,376.2,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2021,2072.6,22290.4,0,0,0,0,0,0,0,0,24363,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2022,549,23390,0,0,0,0,0,0,0,0,23939,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2023,0,986,21020,0,0,0,0,0,0,0,22006,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2024,0,0,1058,20830,0,0,0,0,0,0,21888,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2025,0,0,0,1447,17131,0,0,0,0,0,18578,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2026,0,0,0,0,1286,15900,0,0,0,0,17186,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2027,0,0,0,0,0,92,12592,0,0,0,12684,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2028,0,0,0,0,0,0,620,9340,0,0,9960,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2029,0,0,0,0,0,0,0,670,11400,0,12070,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2030,0,0,0,0,0,0,0,0,781,13679,14460,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2031,0,0,0,0,0,0,0,0,0,800,800,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Garage Security,FSD - Garage Security - 2022,105,0,0,0,0,0,0,0,0,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Garage Security,FSD - Garage Security - 2023,0,105,0,0,0,0,0,0,0,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Garage Security,FSD - Garage Security - 2024,0,0,105,0,0,0,0,0,0,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Garage Security,FSD - Garage Security - 2025,0,0,0,105,0,0,0,0,0,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Garage Security,FSD - Garage Security - 2026,0,0,0,0,105,0,0,0,0,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Garage Security,FSD - Garage Security - 2027,0,0,0,0,0,105,0,0,0,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Garage Security,FSD - Garage Security - 2028,0,0,0,0,0,0,105,0,0,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Garage Security,FSD - Garage Security - 2029,0,0,0,0,0,0,0,105,0,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Garage Security,FSD- Garage Security- 2030,0,0,0,0,0,0,0,0,105,0,105,CW,City Wide,Health and Safety
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2020,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2022,320.9,0,0,0,0,0,0,0,0,0,320.9,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2023,0,258.2,0,0,0,0,0,0,0,0,258.2,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2024,0,0,237.6,0,0,0,0,0,0,0,237.6,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2025,0,0,0,260.6,0,0,0,0,0,0,260.6,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2026,0,0,0,0,250.6,0,0,0,0,0,250.6,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2027,0,0,0,0,0,322.1,0,0,0,0,322.1,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2028,0,0,0,0,0,0,119.6,0,0,0,119.6,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD - Tools & Equipment - 2029,0,0,0,0,0,0,0,190.4,0,0,190.4,CW,City Wide,State of Good Repair
Fleet Services,Fleet - Tools & Equipment,FSD- Tools & Equipment- 2030,0,0,0,0,0,0,0,0,190.4,0,190.4,CW,City Wide,State of Good Repair
Fleet Services,Fleet Office Modernization Plan - 2019,FSD - Fleet Office Modernization Plan - 2019,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD - Insurance Contgency - 2029,0,0,0,0,0,0,0,172,0,0,172,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD - Insurance Contingency - 2022,144,0,0,0,0,0,0,0,0,0,144,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD - Insurance Contingency - 2023,0,147,0,0,0,0,0,0,0,0,147,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD - Insurance Contingency - 2024,0,0,151,0,0,0,0,0,0,0,151,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD - Insurance Contingency - 2025,0,0,0,155,0,0,0,0,0,0,155,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD - Insurance Contingency - 2026,0,0,0,0,159,0,0,0,0,0,159,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD - Insurance Contingency - 2027,0,0,0,0,0,163,0,0,0,0,163,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD - Insurance Contingency - 2028,0,0,0,0,0,0,167,0,0,0,167,CW,City Wide,State of Good Repair
Fleet Services,Fleet Replacement - Insurance Contingency,FSD- Insurance Contgency- 2030,0,0,0,0,0,0,0,0,172,0,172,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2022,84.6,0,0,0,0,0,0,0,0,0,84.6,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2023,0,339.2,0,0,0,0,0,0,0,0,339.2,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2024,0,0,19.9,0,0,0,0,0,0,0,19.9,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2025,0,0,0,105.6,0,0,0,0,0,0,105.6,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2026,0,0,0,0,377.7,0,0,0,0,0,377.7,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2028,0,0,0,0,0,0,300.2,0,0,0,300.2,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2029,0,0,0,0,0,0,0,826.9,0,0,826.9,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2030,0,0,0,0,0,0,0,0,1112.2,0,1112.2,CW,City Wide,State of Good Repair
Fleet Services,Fleet Services - Fleet Replacement,FSD - Fleet Replacement - 2031,0,0,0,0,0,0,0,0,0,74.9,74.9,CW,City Wide,State of Good Repair
Fleet Services,Fleet Vendor Portal Management,FSD - Fleet Vendor Management Portal-2019,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Service Improvement and Enhancement
Fleet Services,FleetShare Program,FleetShare Program - 2022,18,0,0,0,0,0,0,0,0,0,18,CW,City Wide,Legislated
Fleet Services,FleetShare Program,FleetShare Program - 2023,0,54,0,0,0,0,0,0,0,0,54,CW,City Wide,Legislated
Fleet Services,FleetShare Program,FleetShare Program - 2024,0,0,91,0,0,0,0,0,0,0,91,CW,City Wide,Legislated
Fleet Services,FleetShare Program,FleetShare Program - 2025,0,0,0,181,0,0,0,0,0,0,181,CW,City Wide,Legislated
Fleet Services,FleetShare Program,FleetShare Program - 2026,0,0,0,0,181,0,0,0,0,0,181,CW,City Wide,Legislated
Fleet Services,FleetShare Program,FleetShare Program - 2027,0,0,0,0,0,91,0,0,0,0,91,CW,City Wide,Legislated
Fleet Services,FleetShare Program,FleetShare Program - 2028,0,0,0,0,0,0,91,0,0,0,91,CW,City Wide,Legislated
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2029",0,0,0,0,0,0,0,250,1480,0,1730,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2021",1150,0,0,0,0,0,0,0,0,0,1150,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2022",200,1200,0,0,0,0,0,0,0,0,1400,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2023",0,206,1236,0,0,0,0,0,0,0,1442,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2024",0,0,213,1274,0,0,0,0,0,0,1487,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2025",0,0,0,220,1313,0,0,0,0,0,1533,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2026",0,0,0,0,227,1353,0,0,0,0,1580,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2027",0,0,0,0,0,234,1394,0,0,0,1628,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2028",0,0,0,0,0,0,242,1436,0,0,1678,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2031",0,0,0,0,0,0,0,0,0,266,266,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD- Fuel Site Closure, Upgrade & Replace - 2030",0,0,0,0,0,0,0,0,258,1525,1783,CW,City Wide,State of Good Repair
Fleet Services,Green Fleet Plan,FSD - Green Fleet Plan - 2021,105,0,0,0,0,0,0,0,0,0,105,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD - Green Fleet Plan - 2022,95,75,0,0,0,0,0,0,0,0,170,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD - Green Fleet Plan - 2023,0,125,75,0,0,0,0,0,0,0,200,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD - Green Fleet Plan - 2024,0,0,125,75,0,0,0,0,0,0,200,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD - Green Fleet Plan - 2025,0,0,0,125,75,0,0,0,0,0,200,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD - Green Fleet Plan - 2026,0,0,0,0,125,112.5,0,0,0,0,237.5,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD - Green Fleet Plan - 2027,0,0,0,0,0,87.5,75,0,0,0,162.5,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD - Green Fleet Plan - 2028,0,0,0,0,0,0,125,75,0,0,200,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD- Green Fleet Plan - 2029,0,0,0,0,0,0,0,125,75,0,200,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD- Green Fleet Plan - 2030,0,0,0,0,0,0,0,0,125,75,200,CW,City Wide,Legislated
Fleet Services,Green Fleet Plan,FSD-Green Fleet Plan - 2031,0,0,0,0,0,0,0,0,0,125,125,CW,City Wide,Legislated
Fleet Services,Information & Technology - Fleet Replacement,IT - Fleet Replacement - 2026,0,0,0,0,40.8,0,0,0,0,0,40.8,CW,City Wide,State of Good Repair
Fleet Services,Information & Technology - Fleet Replacement,IT - Fleet Replacement - 2027,0,0,0,0,0,50.1,0,0,0,0,50.1,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement - 2022,0,950.1,0,0,0,0,0,0,0,0,950.1,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement - 2023,0,118.5,0,0,0,0,0,0,0,0,118.5,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement - 2024,0,0,542,0,0,0,0,0,0,0,542,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement - 2025,0,0,0,125.7,0,0,0,0,0,0,125.7,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement - 2026,0,0,0,0,139.7,0,0,0,0,0,139.7,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement - 2028,0,0,0,0,0,0,837.9,0,0,0,837.9,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement - 2029,0,0,0,0,0,0,0,670.6,0,0,670.6,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement- 2030,0,0,0,0,0,0,0,0,303.5,0,303.5,CW,City Wide,State of Good Repair
Fleet Services,Library - Fleet Replacement,TPL - Fleet Replacement -2031,0,0,0,0,0,0,0,0,0,150.1,150.1,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2022,734.9,46.6,0,0,0,0,0,0,0,0,781.5,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2023,0,408.9,0,0,0,0,0,0,0,0,408.9,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2024,0,0,675.1,0,0,0,0,0,0,0,675.1,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2025,0,0,0,1840.1,0,0,0,0,0,0,1840.1,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2026,0,0,0,0,1218.8,0,0,0,0,0,1218.8,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2027,0,0,0,0,0,972,0,0,0,0,972,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2028,0,0,0,0,0,0,844.5,0,0,0,844.5,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2029,0,0,0,0,0,0,0,191.5,0,0,191.5,CW,City Wide,State of Good Repair
