Program/Agency Name,Project Name,Sub-Project Name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,Total 10 Year,Ward Number,Ward,Category
Corporate Real Estate Management,Re-roofing,VarLocs-SOGR Re-roofing 2021,196,0,0,0,0,0,0,0,0,0,196,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,71 Front W-Union Station-Var SOGR 2021,1000,0,0,0,0,0,0,0,0,0,1000,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,VarLocs-SOGR Work Building Envelope 2022,2523,2905,0,0,0,0,0,0,0,0,5428,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,1050 Ellesmere Building - Facility Construction,0,8600,9874,500,0,0,0,0,0,0,18974,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,71 Front W-Union Station-Var SOGR 2021,-1000,4900,1900,0,0,0,0,0,0,0,5800,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,VarLocs-SOGR Building Envelope 2020,200,300,500,0,0,0,0,0,0,0,1000,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,Var Locs-Client Projects 2023,1500,0,0,0,0,0,0,0,0,0,1500,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,FM Elevator Program 2021,1000,2200,0,0,0,0,0,0,0,0,3200,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-SOGR Mech&Elect Sys 2023,299.5,0,0,0,0,0,0,0,0,0,299.5,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-SOGR Mech&Elect Sys 2023,0,1167,4025,3128,4248,0,0,0,0,0,12568,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Transform TO,Transform TO ECDM Prior Years,500,0,0,0,0,0,0,0,0,0,500,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Sitework,2023 Reduction Target - SOGR Sitework 2018 Group I,-544.87,0,0,0,0,0,0,0,0,0,-544.87,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Real Estate Services,New Etobicoke CC - Phase 4 Tender & Construction,7672,4900,0,0,0,0,0,0,0,0,12572,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
Corporate Real Estate Management,Re-roofing,2023 Reduction Target - SOGR Re-roofing 2021,-181.55,0,0,0,0,0,0,0,0,0,-181.55,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,1050 Ellesmere Building - Facility Construction,0,2321,0,0,0,0,0,0,0,0,2321,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2023 Reduction Target -SOGR Envelope 2020,-2250,0,0,0,0,0,0,0,0,0,-2250,CW,City Wide,State of Good Repair
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2019",0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2023,396.6,0,0,0,0,0,0,0,0,0,396.6,CW,City Wide,State of Good Repair
Fleet Services,Solid Waste - Fleet Replacement,SWM - Fleet Replacement - 2021,3100.02,0,0,0,0,0,0,0,0,0,3100.02,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2019,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2022,497.5,0,0,0,0,0,0,0,0,0,497.5,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2026,0,0,0,0,1727,20200,0,0,0,0,21927,CW,City Wide,State of Good Repair
Fleet Services,Fire-Fleet Replacement,Fire - Fleet Replacement - 2023,270,19063.6,0,0,0,0,0,0,0,0,19333.6,CW,City Wide,State of Good Repair
Fleet Services,Transportation-Fleet Replacement,TP - Fleet Replacement - 2020,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Technology Services,Corporate Initiatives,EDHR - Complaints Management System,40,0,0,0,0,0,0,0,0,0,40,CW,City Wide,Legislated
Technology Services,Corporate Initiatives,Enterprise Work Mgmt System,4662,0,0,0,0,0,0,0,0,0,4662,CW,City Wide,Service Improvement and Enhancement
Technology Services,Corporate Initiatives,Class Replacement - Ent Implementation & Decomm,0,2057,0,0,0,0,0,0,0,0,2057,CW,City Wide,Service Improvement and Enhancement
Technology Services,Corporate Initiatives,Enterprise Work Mgmt Solution (EWMS) Phases 2&3,0,9313,4966,3076,0,0,0,0,0,0,17355,CW,City Wide,Service Improvement and Enhancement
Technology Services,Application Systems,ECS Cloud Deployment-Construction Project and DMS,0,551,0,0,0,0,0,0,0,0,551,CW,City Wide,Service Improvement and Enhancement
Technology Services,Application Systems,EIMPP - LLRS Replacement,0,90,0,0,0,0,0,0,0,0,90,CW,City Wide,Service Improvement and Enhancement
Technology Services,Application Systems,Accelerating the Digitization Journey,200,0,0,0,0,0,0,0,0,0,200,CW,City Wide,Service Improvement and Enhancement
Technology Services,Corporate Planning & Management,Artificial Intelligence (AI) for SSHA and TPH,175,0,0,0,0,0,0,0,0,0,175,CW,City Wide,Service Improvement and Enhancement
Technology Services,Network Upgrade,Disaster Recovery scope change,0,0,950,0,0,0,0,0,0,0,950,CW,City Wide,State of Good Repair
Technology Services,BUSINESS SUSTAINMENT SYSTEMS,MLS Modernization-Phase 2,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Service Improvement and Enhancement
Technology Services,Digital Modernization,ServiceNow,2663,0,0,0,0,0,0,0,0,0,2663,CW,City Wide,Service Improvement and Enhancement
Technology Services,Digital Modernization,ServiceNow,0,645,0,0,0,0,0,0,0,0,645,CW,City Wide,Service Improvement and Enhancement
Technology Services,Corporate Initiatives,2023 Reduction Target-Salesforce Rligmnt Fdtl Tech,-91,0,0,0,0,0,0,0,0,0,-91,CW,City Wide,State of Good Repair
Technology Services,Network Upgrade,2023 Reduction Target-Disaster Recovery,-200,0,0,0,0,0,0,0,0,0,-200,CW,City Wide,State of Good Repair
Technology Services,BUSINESS SUSTAINMENT SYSTEMS,2023 Reduction Target-MLS Modernization-Phase 2,-75,0,0,0,0,0,0,0,0,0,-75,CW,City Wide,Service Improvement and Enhancement
Technology Services,311 Upgrades,2023 Reduction Target-311-UCCE(Telephony) Upgrade,-500,0,0,0,0,0,0,0,0,0,-500,CW,City Wide,Service Improvement and Enhancement
Environment & Climate Division,Transform TO,Renewable Thermal Energy Program 2022,5000,5000,0,0,0,0,0,0,0,0,10000,CW,City Wide,Service Improvement and Enhancement
Chief Information Security Office,Corporate Planning & Management,Digitization Support Services,0,1453,1163,0,0,0,0,0,0,0,2616,CW,City Wide,Service Improvement and Enhancement
Chief Information Security Office,Corporate Planning & Management,2023 Reduction Target - Cyber Foundation,-1193,0,0,0,0,0,0,0,0,0,-1193,CW,City Wide,Service Improvement and Enhancement
Fleet Services,ZEV Charging Infrastructure,ZEV Charging Infrastructure - 2026,0,0,0,500,0,0,0,0,0,0,500,CW,City Wide,Legislated
Fleet Services,ZEV Charging Infrastructure,ZEV Charging Infrastructure - 2027,0,0,0,0,500,0,0,0,0,0,500,CW,City Wide,Legislated
Fleet Services,ZEV Charging Infrastructure,ZEV Charging Infrastructure - 2028,0,0,0,0,0,500,0,0,0,0,500,CW,City Wide,Legislated
Fleet Services,Zoo-Fleet Replacement,Zoo - Fleet Replacement - 2030,0,0,0,0,0,0,0,496,0,0,496,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2024,0,803.6,0,0,0,0,0,0,0,0,803.6,CW,City Wide,State of Good Repair
Fleet Services,Facilities Mgmt & Real Estate - Fleet Replacement,FA - Fleet Replacement - 2030,0,0,0,0,0,0,0,894.1,0,0,894.1,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2026,0,0,0,184.8,79.2,0,0,0,0,0,264,CW,City Wide,State of Good Repair
Fleet Services,Engineering & Construction Serv Fleet Replacement,ECS - Fleet Replacement - 2030,0,0,0,0,0,0,0,277.2,118.8,0,396,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,Var Locs-Designated Substance and Environmental An,0,0,1351,1351,0,0,0,0,0,0,2702,CW,City Wide,State of Good Repair
311 Toronto,311 TECHNOLOGY SOLUTION STATE OF GOOD REPAIR,SOGR - various,0,560,50,50,50,65,0,0,0,0,775,CW,City Wide,State of Good Repair
Fleet Services,"Parks, Forestry & Recreation-Fleet Replacement",PFR - Fleet Replacement - 2032,0,0,0,0,0,0,0,0,0,10044.3,10044.3,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2028,0,0,0,0,0,69.2,29.7,0,0,0,98.9,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2029,0,0,0,0,0,0,63,27,0,0,90,CW,City Wide,State of Good Repair
Fleet Services,EDCT - Fleet Replacement,EDCT - Fleet Replacement - 2030,0,0,0,0,0,0,0,68.4,29.3,0,97.7,CW,City Wide,State of Good Repair
Fleet Services,Exhibition Place - Fleet Replacement,Ex - Fleet Replacement - 2028,0,0,0,0,0,400,0,0,0,0,400,CW,City Wide,State of Good Repair
Fleet Services,Sustainable Fleet Project,Sustainable Fleet Project - 2025,0,0,181,0,0,0,0,0,0,0,181,CW,City Wide,Legislated
Fleet Services,Sustainable Fleet Project,Sustainable Fleet Project - 2026,0,0,0,181,0,0,0,0,0,0,181,CW,City Wide,Legislated
Fleet Services,"Fuel Site Closures, Upgrades & Replacement","FSD - Fuel Site Closure, Upgrade & Replace - 2024",0,213,1914.9,0,0,0,0,0,0,0,2127.9,CW,City Wide,State of Good Repair
Fleet Services,Toronto Building - Fleet Replacement,BL - Fleet Replacement - 2029,0,0,0,0,0,0,344.6,147.7,0,0,492.3,CW,City Wide,State of Good Repair
Fleet Services,Municipal Licensing & Standards-Fleet Replacement,MLS - Fleet Replacement - 2032,0,0,0,0,0,0,0,0,0,263.9,263.9,CW,City Wide,State of Good Repair
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2026,0,0,0,121,0,0,0,0,0,0,121,CW,City Wide,State of Good Repair
Fleet Services,Toronto Building - Fleet Replacement,BL - Fleet Replacement - 2028,0,0,0,0,0,49.2,21.1,0,0,0,70.3,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,4330 Dufferin-Roof Replmnt&Various-Architectural1,0,0,0,0,0,0,0,15.5,146.5,0,162,6,York Centre,State of Good Repair
Corporate Real Estate Management,Sitework,891 MORNINGSIDE AVE-Replacement of Remaining Chai,0,0,0,0,0,0,0,0,0,510,510,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Sitework,VarLocs-SOGR Site Work 2029,0,0,0,0,0,468.8,8448.3,403,0,0,9320.1,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,1535 Kingston Road - Various Projects,0,0,3,57,0,0,0,0,0,0,60,20,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Renovations,3061 Birchmount Road-Roof & Various Projects,0,0,0,0,0,0,0,0,33,2.4,35.4,22,Scarborough-Agincourt,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-Various SOGR Work on Interior Systems 2027,0,0,0,0,0,2000,0,0,0,0,2000,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,Various SOGR Work on Interior Systems 2027,0,0,0,0,21,442,0,0,0,0,463,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-SOGR Renovations/Interior Work 2029,0,0,0,0,0,0,126,0,0,0,126,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Re-roofing,100 Queen-Rpr/Rpl columns&expnsion joints,0,0,0,0,0,0,48,501,0,0,549,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Re-roofing,320 BERING AVE-Main roof replacement,0,0,0,0,0,0,0,0,275,8.45,283.45,3,Etobicoke-Lakeshore,State of Good Repair
Fleet Services,Clerks - Fleet Replacement,Clerks - Fleet Replacement - 2028,0,0,0,0,0,121.5,52.1,0,0,0,173.6,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,Technical Audits & Capital Project Validations,0,0,0,0,0,0,1672.2,808,1800,1800,6080.2,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2900 Lawrence Ave E - Exterior Doors and Various R,0,0,5,58,0,0,0,0,0,0,63,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,3100 EGLINTON E-Exterior & Overhead Door,0,14,141,0,0,0,0,0,0,0,155,24,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,786 Dundas St E - Various Projects,0,0,0,0,0,0,0,8,79,0,87,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Security,Var Locs - Global Corp Security Program,0,1250,1250,1250,1250,1250,1250,1250,1250,1250,11250,CW,City Wide,Health and Safety
Corporate Real Estate Management,Security,CCTV Infrast Enhancem - Counter Measures,0,750,750,750,750,750,750,750,750,750,6750,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Mechanical and Electrical,2075 BAYVIEW AVE-CO Detection,0,0,0,0,0,0,0,0,41,4.5,45.5,15,Don Valley West,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,20 Beffort-Upgrade Office Area Power,0,0,0,0,0,0,0,0,20,4.8,24.8,6,York Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,105 Cedarvale - Retrofit Existing Lighting System,0,0,0,0,0,0,0,3.5,22.5,0,26,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John -Sprinkler Pump Parking Fans VAV,0,0,0,0,0,0,0,74,326,667,1067,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John - Var Mech SOGR Projects,0,0,0,0,0,0,3000,0,0,0,3000,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,Various SOGR Work on Mech & Elect 2027,0,0,0,0,25,337.6,0,0,33,765,1160.6,CW,City Wide,State of Good Repair
Fleet Services,Transportation-Fleet Replacement,TP - Fleet Replacement - 2024,0,4060.9,9475.4,0,0,0,0,0,0,0,13536.3,CW,City Wide,State of Good Repair
Fleet Services,Transportation-Fleet Replacement,TP - Fleet Replacement - 2027,0,0,0,0,6772.1,15801.6,0,0,0,0,22573.7,CW,City Wide,State of Good Repair
City Clerk's Office,Infra. to support Council/Committee Meetings,Infra. to sup. Council/Committee Mtgs 2022,300,0,0,0,0,0,0,0,0,0,300,CW,City Wide,State of Good Repair
City Clerk's Office,Toronto Election Management Info System (TEMIS),2026 Election Technology Program,700,770,2850,475,640,0,0,0,0,0,5435,CW,City Wide,Legislated
City Clerk's Office,Archives Strategic Plan Implementation SOGR,Archives Equipment Upgrade - SOGR 2022-2025,75,75,50,0,0,0,0,0,0,0,200,CW,City Wide,State of Good Repair
City Clerk's Office,City Clerk's Office Business Systems,City Clerk's Business Systems 2028-2029,0,0,0,0,0,475,500,0,0,0,975,CW,City Wide,Legislated
City Clerk's Office,Infra. to support Council/Committee Meetings,Infra. to sup. Council/Committee Mtgs -2025-2026,0,0,100,300,0,0,0,0,0,0,400,CW,City Wide,State of Good Repair
Accountability Offices,Ombudsman Case Management System SOGR,Ombudsman Case Management System SOGR,0,0,350,350,0,0,0,0,0,0,700,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Bus Duct Replacement,0,250,0,0,250,0,0,0,0,0,500,10,Spadina-Fort York,State of Good Repair
Exhibition Place,FOOD BUILDING,Fire Alarm System Renewal,0,0,0,0,0,0,100,150,0,0,250,10,Spadina-Fort York,State of Good Repair
Toronto Public Health,Socio-Demographic Data Collection and Reporting,Socio-Demographic Data Collection and Reporting,0,449,667,732,0,0,0,0,0,0,1848,CW,City Wide,Service Improvement and Enhancement
Toronto Police Service,Small Equipment Replacement,Auditorium Audio and Visual Equipment 2023-2032,1042,0,0,1008,707,522,0,1137,400,400,5216,CW,City Wide,State of Good Repair
Toronto Police Service,Small Equipment Replacement,Test Analyzers 2023 - 2032,0,0,0,0,0,0,667,0,0,0,667,CW,City Wide,State of Good Repair
Exhibition Place,BETTER LIVING CENTRE,Under Floor Heating,0,0,0,275,0,0,0,0,0,0,275,10,Spadina-Fort York,State of Good Repair
Exhibition Place,OTHER BUILDINGS,Clock Tower Retrofit at Fire Hall,0,0,385,0,0,0,0,0,0,0,385,10,Spadina-Fort York,State of Good Repair
Toronto Police Service,CCTV,S6  CCTV 2023-2032,0,0,0,0,2360,0,0,0,0,0,2360,CW,City Wide,Service Improvement and Enhancement
Toronto Police Service,Locker Replacement,locker replacement S5 2023-2032,340,76,0,0,0,0,0,0,0,0,416,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Emergenecy Electrical Distribution,0,0,570,500,700,0,0,0,0,0,1770,10,Spadina-Fort York,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Roof Replacement (Industry Bld) in Phases,1200,1500,1500,500,0,0,0,0,0,0,4700,10,Spadina-Fort York,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Interior Flooring Replacement (Mid-Arch),0,0,265,0,0,0,0,0,0,0,265,10,Spadina-Fort York,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Concrete Slab Replacement (Industry Bld) in Phases,0,0,0,0,0,0,100,0,0,0,100,10,Spadina-Fort York,State of Good Repair
Toronto Public Health,TCHIS Map-Us Upgrade,TCHIS Map-Us Upgrade,0,104,0,0,0,0,0,0,0,0,104,CW,City Wide,State of Good Repair
Toronto Public Library,Multi-Branch Renovation,Multi-Branch Renovation SOGR S6,0,35,7385,6331,5319,6519,5895,5922,9990,22950,70346,CW,City Wide,State of Good Repair
Toronto Zoo,Exhibit Refurbishment,Exhibit Refurbishment (Future Years),0,0,0,0,601,0,0,0,0,0,601,25,Scarborough-Rouge Park,State of Good Repair
Toronto & Region Conservation Authority,TRCA INFORMATION TECHNOLOGY,Info Technology:Replacement items 2008+,0,321,321,321,321,321,321,321,321,321,2889,CW,City Wide,State of Good Repair
TO Live,Meridian Arts Centre - SOGR,MAC - Lighting Control Console (all theatres),0,0,269,143,0,0,0,0,0,0,412,18,Willowdale,State of Good Repair
Toronto Police Service,"DVAMS I, II Lifecycle Replacement","Digital Video Asset Mgmt System I, II LR 2023-2032",550,590,272,410,615,330,790,590,272,410,4829,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Upgrade of Landscaping South of Enercare Centre,0,0,0,0,100,300,0,0,0,0,400,10,Spadina-Fort York,State of Good Repair
Exhibition Place,BEANFIELD CENTRE (formerly ALLSTREAM CENTRE),Exterior Cladding,0,200,0,0,0,0,0,700,300,0,1200,10,Spadina-Fort York,State of Good Repair
